id,name,now_cost,position,team,yellow_cards,own_goals,influence_rank_type,direct_freekicks_order,selected_rank,form_rank,threat,cost_change_start,value_season,saves,transfers_out_event,expected_goals_per_90,ict_index_rank_type,in_dreamteam,selected_rank_type,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,expected_goal_involvements,transfers_out,form_rank_type,status,expected_goals,total_points,chance_of_playing_next_round,ict_index,clean_sheets,web_name,chance_of_playing_this_round,goals_conceded,points_per_game_rank,starts,goals_conceded_per_90,penalties_saved,expected_goals_conceded,influence_rank,expected_assists_per_90,region,news,expected_assists,bonus,ep_this,ep_next,news_added,minutes,starts_per_90,selected_by_percent,now_cost_rank_type,cost_change_event,points_per_game_rank_type,expected_goals_conceded_per_90,saves_per_90,cost_change_event_fall,dreamteam_count,event_points,threat_rank_type,transfers_in,goals_scored,threat_rank,can_select,penalties_missed,form,clean_sheets_per_90,assists,influence,ict_index_rank,creativity,penalties_order,creativity_rank_type,creativity_rank,points_per_game,bps,red_cards,cost_change_start_fall,value_form,now_cost_rank,transfers_in_event
159,Trevoh Chalobah,44,DEF,Crystal Palace,1,0,38,,245,69,105.0,-1,8.6,0,1357,0.09,47,False,91,,0.12,1.19,43305,20,a,0.86,38,100.0,41.7,2,Chalobah,100.0,12,56,10,1.23,0,13.09,102,0.03,241.0,,0.33,3,3.6,2.6,2024-09-13T15:30:06.602568Z,880,1.02,0.6,93,0,9,1.34,0.0,0,2,9,22,80778,2,149,True,0,3.6,0.2,0,254.2,168,56.0,,66,254,3.8,166,0,1,0.8,487,8047
190,Naouirou Ahamada,45,MID,Crystal Palace,0,0,251,,441,560,0.0,0,0.0,0,181,0.0,253,False,161,,0.0,0.00,32973,219,u,0.00,0,0.0,0.0,0,Ahamada,0.0,0,611,0,0.0,0,0.00,604,0.0,,Loaned to Rennes,0.00,0,0.0,0.0,2024-08-31T06:25:25.419519Z,0,0.0,0.1,244,0,255,0.0,0.0,0,0,0,249,6178,0,583,False,0,0.0,0.0,0,0.0,606,0.0,,255,601,0.0,0,0,0,0.0,403,0
193,Cheick Doucouré,49,MID,Crystal Palace,1,0,179,,511,318,21.0,-1,2.2,0,138,0.14,191,False,197,,0.15,0.41,17656,159,a,0.38,11,100.0,5.3,0,C.Doucouré,100.0,4,339,3,1.49,0,5.25,385,0.01,132.0,,0.03,0,0.6,-0.4,2024-09-14T18:00:06.266238Z,242,1.12,0.1,176,0,162,1.95,0.0,0,0,1,167,11748,0,303,True,0,0.6,0.0,1,23.6,394,8.9,,207,380,1.4,37,0,1,0.1,269,43
194,Chris Richards,44,DEF,Crystal Palace,1,0,117,,442,336,6.0,-1,2.5,0,134,0.03,121,False,159,,0.03,0.13,17346,109,a,0.12,11,100.0,7.1,1,C.Richards,100.0,5,275,4,1.27,0,6.70,335,0.0,229.0,,0.01,0,0.4,-0.6,2024-09-27T15:30:06.509919Z,353,1.02,0.1,112,0,85,1.71,0.0,0,0,0,126,6123,0,364,True,0,0.4,0.25,0,60.0,371,4.2,,136,399,1.8,41,0,1,0.1,513,61
195,Chadi Riad Dnanou,43,DEF,Crystal Palace,0,0,143,,522,507,0.0,-2,0.2,0,35,0.0,149,False,187,,0.02,0.02,13171,208,d,0.00,1,75.0,2.0,0,Chadi Riad,75.0,2,399,1,2.0,0,1.39,402,0.02,145.0,Lack of match fitness - 75% chance of playing,0.02,0,0.0,-0.8,2024-08-28T16:30:04.488064Z,90,1.0,0.0,141,0,142,1.39,0.0,0,0,0,211,1945,0,526,True,0,0.0,0.0,0,18.2,435,1.3,,150,421,1.0,3,0,2,0.0,569,8
196,Nathaniel Clyne,43,DEF,Crystal Palace,0,0,126,,440,329,3.0,-2,3.3,0,196,0.0,134,False,158,,0.01,0.03,10844,104,a,0.01,14,,5.3,1,Clyne,,5,244,3,1.51,0,6.14,356,0.01,241.0,,0.02,0,0.4,-0.6,,299,0.9,0.1,116,0,73,1.85,0.0,0,0,1,131,6354,0,380,True,0,0.4,0.3,0,43.8,393,6.7,,128,388,2.0,45,0,2,0.1,535,169
197,Malcolm Ebiowei,45,MID,Crystal Palace,0,0,244,,684,551,0.0,0,0.0,0,3,0.0,246,False,307,,0.0,0.00,455,212,u,0.00,0,0.0,0.0,0,Ebiowei,0.0,0,602,0,0.0,0,0.00,595,0.0,,Season long loan to Oxford United,0.00,0,0.0,0.0,2024-08-06T17:23:26.723638Z,0,0.0,0.0,236,0,248,0.0,0.0,0,0,0,242,0,0,574,False,0,0.0,0.0,0,0.0,597,0.0,,248,592,0.0,0,0,0,0.0,392,0
199,Eberechi Eze,66,MID,Crystal Palace,0,0,55,1.0,56,155,314.0,-4,6.4,0,13302,0.28,21,False,15,1.0,0.43,5.13,3491993,78,a,3.36,42,100.0,90.2,3,Eze,100.0,14,105,13,1.17,0,15.27,150,0.15,241.0,,1.77,3,2.2,1.2,2024-10-31T02:30:07.120686Z,1079,1.08,7.4,20,0,47,1.27,0.0,0,1,1,22,980966,1,37,True,0,2.2,0.25,2,213.4,30,376.1,2.0,18,22,3.2,194,0,4,0.3,39,4244
200,Marc Guéhi,45,DEF,Crystal Palace,3,2,5,,55,160,126.0,0,10.4,0,34108,0.08,14,False,19,,0.1,1.63,538355,44,a,1.25,47,,64.3,3,Guéhi,,21,129,16,1.31,0,22.26,17,0.02,241.0,,0.38,3,2.0,1.0,,1440,1.0,7.4,68,0,35,1.39,0.0,0,1,-1,14,592124,2,127,True,0,2.0,0.19,1,421.0,84,96.4,,45,185,2.9,204,0,0,0.4,376,8470
201,Dean Henderson,44,GKP,Crystal Palace,2,0,4,,34,65,4.0,-1,12.5,51,15182,0.0,4,False,7,,0.0,0.01,1269460,5,a,0.01,55,,42.3,3,Henderson,,21,80,16,1.31,1,22.26,18,0.0,241.0,,0.00,4,3.8,2.8,,1440,1.0,10.6,20,0,12,1.39,3.19,0,2,2,1,711173,0,378,True,0,3.8,0.19,0,419.4,164,0.0,,57,555,3.4,193,0,1,0.9,486,31829
202,Rob Holding,43,DEF,Crystal Palace,0,0,215,,470,498,0.0,-2,0.0,0,137,0.0,215,False,170,,0.0,0.00,7567,201,a,0.00,0,,0.0,0,Holding,,0,562,0,0.0,0,0.00,556,0.0,241.0,,0.00,0,0.0,-1.0,,0,0.0,0.1,123,0,214,0.0,0.0,0,0,0,204,2621,0,516,True,0,0.0,0.0,0,0.0,558,0.0,,214,546,0.0,0,0,2,0.0,548,67
203,Will Hughes,49,MID,Crystal Palace,6,0,80,,510,58,47.0,-1,5.9,0,403,0.06,87,False,196,2.0,0.17,1.57,6150,28,a,0.54,29,100.0,44.3,3,Hughes,100.0,12,237,9,1.22,0,13.92,194,0.11,241.0,,1.03,3,4.0,3.0,2024-11-02T21:30:06.165599Z,882,0.92,0.1,154,0,107,1.42,0.0,0,0,3,136,5920,0,246,True,0,4.0,0.31,2,165.4,151,232.0,,53,66,2.1,118,0,1,0.8,240,439
205,Daichi Kamada,51,MID,Crystal Palace,2,0,117,,438,389,73.0,-4,2.9,0,181,0.08,102,False,160,5.0,0.18,1.26,58140,183,a,0.56,15,100.0,36.4,1,Kamada,100.0,12,366,7,1.67,0,10.53,264,0.1,108.0,,0.70,0,0.2,-0.8,2024-11-09T20:00:07.600072Z,646,0.98,0.1,110,0,177,1.47,0.0,0,0,1,118,13199,0,200,True,0,0.2,0.14,0,105.8,197,183.6,,75,97,1.2,83,1,4,0.0,181,56
206,Jefferson Lerma Solís,48,MID,Crystal Palace,4,0,105,,524,221,50.0,-2,3.3,0,92,0.05,131,False,205,,0.15,1.19,7852,111,a,0.38,16,100.0,25.0,1,Lerma,100.0,10,352,8,1.19,0,9.11,246,0.1,48.0,,0.81,0,1.4,0.4,2024-10-27T22:00:06.083970Z,755,0.95,0.0,193,0,169,1.09,0.0,0,0,2,132,4667,0,239,True,0,1.4,0.12,0,121.6,261,77.5,,134,214,1.3,92,0,2,0.3,292,80
207,Jean-Philippe Mateta,72,FWD,Crystal Palace,2,0,18,,126,75,270.0,-3,7.4,0,10292,0.35,17,False,19,,0.41,5.23,837253,13,a,4.49,53,,65.4,2,Mateta,,17,90,14,1.31,0,18.02,155,0.06,73.0,,0.74,9,3.6,2.6,,1171,1.08,2.4,8,0,17,1.38,0.0,0,1,1,18,466453,4,47,True,0,3.6,0.15,1,207.8,79,178.9,1.0,6,99,3.3,187,0,3,0.5,21,3579
208,Matheus França de Oliveira,44,MID,Crystal Palace,0,0,231,,300,527,0.0,-1,0.0,0,1298,0.0,233,False,95,,0.0,0.00,101878,198,i,0.00,0,0.0,0.0,0,M.França,0.0,0,580,0,0.0,0,0.00,573,0.0,30.0,Groin Injury - Expected back 04 Jan,0.00,0,0.0,0.0,2024-09-27T15:30:06.533416Z,0,0.0,0.4,310,0,235,0.0,0.0,0,0,0,226,121621,0,545,True,0,0.0,0.0,0,0.0,575,0.0,,235,568,0.0,0,0,1,0.0,524,46
209,Remi Matthews,39,GKP,Crystal Palace,0,0,38,,256,398,0.0,-1,0.0,0,590,0.0,38,False,41,,0.0,0.00,62800,31,a,0.00,0,,0.0,0,Matthews,,0,483,0,0.0,0,0.00,478,0.0,241.0,,0.00,0,0.0,-1.0,,0,0.0,0.5,67,-1,38,0.0,0.0,1,0,0,3,19829,0,409,True,0,0.0,0.0,0,0.0,480,0.0,,13,453,0.0,0,0,1,0.0,684,1214
210,Tyrick Mitchell,48,DEF,Crystal Palace,2,0,36,,170,67,71.0,-2,9.4,0,2651,0.02,20,False,70,,0.14,2.14,207654,18,a,0.34,45,,58.7,4,Mitchell,,20,145,16,1.3,0,21.52,97,0.12,241.0,,1.80,2,3.8,2.8,,1384,1.04,1.5,36,0,40,1.4,0.0,0,1,11,52,112606,0,203,True,0,3.8,0.26,2,261.2,100,251.4,,11,58,2.8,200,0,2,0.8,310,9703
211,Daniel Muñoz,47,DEF,Crystal Palace,5,0,16,,113,22,233.0,-3,10.9,0,38056,0.18,5,False,45,,0.23,3.50,447298,6,s,2.72,51,0.0,78.5,3,Muñoz,100.0,21,95,16,1.4,0,21.10,48,0.05,48.0,Suspended until 26 Dec,0.78,3,5.2,0.0,2024-12-16T09:30:06.692125Z,1354,1.06,2.8,45,0,25,1.4,0.0,0,1,1,2,304416,2,58,True,0,5.2,0.2,2,328.0,50,223.6,,14,73,3.2,164,0,3,1.1,334,17974
212,David Ozoh,45,MID,Crystal Palace,0,0,270,,691,588,0.0,0,0.0,0,0,0.0,272,False,312,,0.0,0.00,288,241,u,0.00,0,0.0,0.0,0,Ozoh,0.0,0,635,0,0.0,0,0.00,628,0.0,,Season long loan to Derby County,0.00,0,0.0,0.0,2024-07-26T08:51:53.649693Z,0,0.0,0.0,272,0,274,0.0,0.0,0,0,0,268,0,0,610,False,0,0.0,0.0,0,0.0,630,0.0,,274,626,0.0,0,0,0,0.0,443,0
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0,0,246,,557,553,0.0,0,0.0,0,61,0.0,248,False,225,,0.0,0.00,19068,214,u,0.00,0,0.0,0.0,0,Rak-Sakyi,0.0,0,604,0,0.0,0,0.00,597,0.0,,Loaned to Sheffield United,0.00,0,0.0,0.0,2024-08-20T12:16:48.741122Z,0,0.0,0.0,238,0,250,0.0,0.0,0,0,0,244,755,0,576,False,0,0.0,0.0,0,0.0,599,0.0,,250,594,0.0,0,0,0,0.0,394,0
214,Jeffrey Schlupp,47,MID,Crystal Palace,0,0,185,,488,341,44.0,-3,2.1,0,235,0.14,174,False,185,,0.22,0.21,13674,165,a,0.13,10,,9.6,0,Schlupp,,2,420,0,2.12,0,1.47,395,0.08,81.0,,0.08,0,0.4,-0.6,,85,0.0,0.1,212,0,196,1.56,0.0,0,0,0,140,8259,0,252,True,0,0.4,0.0,0,21.6,350,32.2,,174,298,1.0,37,0,3,0.1,325,81
215,Joel Ward,43,DEF,Crystal Palace,0,0,214,,454,490,0.0,-2,0.0,0,329,0.0,214,False,163,,0.0,0.00,10836,196,a,0.00,0,100.0,0.0,0,Ward,25.0,0,559,0,0.0,0,0.00,553,0.0,241.0,,0.00,0,0.0,-1.0,2024-12-13T17:00:06.193525Z,0,0.0,0.1,115,0,213,0.0,0.0,0,0,0,203,3199,0,509,True,0,0.0,0.0,0,0.0,555,0.0,,213,541,0.0,0,0,2,0.0,534,17
216,Adam Wharton,47,MID,Crystal Palace,0,0,113,,393,623,53.0,-3,3.2,0,400,0.03,118,False,136,4.0,0.12,0.82,51240,268,i,0.22,15,0.0,29.7,1,Wharton,0.0,9,266,8,1.3,0,9.39,258,0.09,241.0,Groin Injury - Expected back 15 Jan,0.60,0,0.0,0.0,2024-11-01T16:30:07.622710Z,621,1.16,0.2,220,0,120,1.36,0.0,0,0,0,130,18581,0,233,True,0,0.0,0.14,0,112.6,232,131.4,,103,149,1.9,104,0,3,0.0,339,36
445,Matt Turner,40,GKP,Crystal Palace,0,0,53,,33,432,0.0,0,0.0,0,12395,0.0,53,False,6,,0.0,0.00,935816,46,a,0.00,0,100.0,0.0,0,Turner,100.0,0,509,0,0.0,0,0.00,506,0.0,229.0,,0.00,0,0.0,-1.0,2024-10-05T17:30:07.013947Z,0,0.0,10.7,52,0,53,0.0,0.0,0,0,0,20,225282,0,445,True,0,0.0,0.0,0,0.0,508,0.0,,30,484,0.0,0,0,0,0.0,622,1426
585,Ismaïla Sarr,57,MID,Crystal Palace,3,0,44,,266,9,398.0,-3,9.5,0,2167,0.3,29,False,83,,0.53,5.42,62519,8,a,3.05,54,,84.1,2,I.Sarr,,12,83,9,1.19,0,12.56,125,0.23,189.0,,2.37,6,7.2,6.2,,910,0.89,0.5,59,0,37,1.24,0.0,0,2,17,11,70868,3,23,True,0,7.2,0.2,3,233.6,40,209.4,,66,82,3.4,209,0,3,1.3,94,17985
644,Franco Umeh-Chibueze,44,MID,Crystal Palace,0,0,235,,601,531,0.0,-1,0.0,0,101,0.0,237,False,258,,0.0,0.00,3652,202,d,0.00,0,25.0,0.0,0,Umeh-Chibueze,25.0,0,584,0,0.0,0,0.00,577,0.0,104.0,Hamstring injury - 25% chance of playing,0.00,0,0.0,-0.2,2024-11-13T09:30:08.263810Z,0,0.0,0.0,316,0,239,0.0,0.0,0,0,0,231,4775,0,550,True,0,0.0,0.0,0,0.0,579,0.0,,239,572,0.0,0,0,1,0.0,530,92
645,Justin Devenny,45,MID,Crystal Palace,0,0,148,2.0,340,126,29.0,0,3.1,0,2111,0.2,156,False,111,3.0,0.32,0.73,10644,62,a,0.45,14,,15.8,0,Devenny,,2,204,2,0.88,0,4.61,317,0.12,242.0,,0.28,1,2.4,1.4,,204,0.88,0.2,247,0,87,2.03,0.0,0,0,1,154,34281,1,279,True,0,2.4,0.0,0,68.4,313,59.0,,156,249,2.3,58,0,0,0.5,413,2072
646,Asher Agbinone,45,MID,Crystal Palace,0,0,216,,533,607,1.0,0,0.4,0,186,0.45,214,False,213,,0.67,0.03,5042,256,a,0.02,2,,1.5,0,Agbinone,,0,417,0,0.0,0,0.00,453,0.22,241.0,,0.01,0,0.0,-1.0,,4,0.0,0.0,289,0,193,0.0,0.0,0,0,0,216,8076,0,405,True,0,0.0,0.0,0,4.0,445,10.6,,205,367,1.0,4,0,0,0.0,465,112
647,Kaden Rodney,45,MID,Crystal Palace,0,0,269,,590,586,0.0,0,0.0,0,80,0.0,271,False,248,,0.0,0.00,2540,240,a,0.00,0,,0.0,0,Rodney,,0,633,0,0.0,0,0.00,626,0.0,241.0,,0.00,0,0.0,-1.0,,0,0.0,0.0,271,0,273,0.0,0.0,0,0,0,267,3626,0,608,True,0,0.0,0.0,0,0.0,628,0.0,,273,624,0.0,0,0,0,0.0,441,50
650,Maxence Lacroix,45,DEF,Crystal Palace,3,0,32,,328,54,78.0,0,8.9,0,1493,0.1,54,False,122,,0.13,1.67,14011,14,a,1.26,40,,39.7,3,Lacroix,,16,109,13,1.23,0,17.01,86,0.03,73.0,,0.41,2,4.0,3.0,,1170,1.0,0.3,75,0,28,1.31,0.0,0,0,2,42,33235,1,188,True,0,4.0,0.23,1,277.6,182,40.9,,83,283,3.1,166,0,0,0.9,389,4064
666,Caleb Kporha,40,DEF,Crystal Palace,0,0,159,,574,475,0.0,0,0.2,0,126,0.0,156,False,199,,1.8,0.02,1796,185,a,0.00,1,,0.6,0,Kporha,,0,390,0,0.0,0,0.00,462,1.8,241.0,,0.02,0,0.0,-1.0,,1,0.0,0.0,213,0,134,0.0,0.0,0,0,0,193,2807,0,491,True,0,0.0,0.0,0,2.0,457,4.1,,137,400,1.0,4,0,0,0.0,673,73
676,Zach Marsh,45,FWD,Crystal Palace,0,0,59,,299,605,0.0,0,0.0,0,2700,0.0,59,False,46,,0.0,0.00,18309,56,a,0.00,0,,0.0,0,Marsh,,0,652,0,0.0,0,0.00,646,0.0,241.0,,0.00,0,0.0,-1.0,,0,0.0,0.4,74,0,61,0.0,0.0,0,0,0,59,52682,0,628,True,0,0.0,0.0,0,0.0,648,0.0,,60,644,0.0,0,0,0,0.0,462,3818
156,Armando Broja,54,FWD,Everton,1,0,42,,503,392,6.0,-1,0.2,0,298,0.0,47,False,66,,0.17,0.06,13361,44,n,0.00,1,0.0,1.3,0,Broja,100.0,0,479,0,0.0,0,0.15,440,0.17,2.0,Ineligible to face his parent club on 22/12. - Expected back 26 Dec,0.06,0,-0.8,0.0,2024-12-14T22:00:07.921932Z,31,0.0,0.1,40,0,51,0.44,0.0,0,0,0,45,7759,0,371,True,0,0.2,0.0,0,6.2,448,0.7,,48,429,0.5,-3,0,1,0.0,137,102
217,Abdoulaye Doucouré,51,MID,Everton,0,0,123,,380,108,59.0,-4,5.9,0,510,0.05,112,False,133,,0.09,1.01,51367,54,a,0.57,30,100.0,31.8,6,A.Doucoure,100.0,14,209,12,1.28,0,14.78,274,0.04,132.0,,0.44,0,1.8,2.3,2024-11-01T10:30:06.244300Z,982,1.1,0.2,108,0,91,1.35,0.0,0,0,3,125,17668,0,222,True,0,2.8,0.55,0,100.6,221,159.8,,88,125,2.3,116,0,4,0.5,175,208
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,0,0,36,,249,297,112.0,0,3.2,0,2640,0.81,34,False,41,,0.81,1.61,119488,37,a,1.61,16,,15.1,0,Beto,,9,279,1,4.53,0,3.26,360,0.0,90.0,,0.00,2,-0.2,0.3,,179,0.5,0.6,50,0,34,1.64,0.0,0,0,0,31,118085,1,139,True,0,0.8,0.0,0,41.2,317,2.1,,46,413,1.8,44,0,0,0.2,222,1075
219,Jarrad Branthwaite,48,DEF,Everton,0,0,99,,205,30,6.0,-2,6.0,0,2083,0.0,111,False,80,,0.01,0.08,196953,9,a,0.03,29,100.0,11.8,4,Branthwaite,100.0,5,74,6,0.82,0,5.62,267,0.01,241.0,,0.05,1,3.8,4.3,2024-11-14T10:00:08.223634Z,546,0.99,0.9,39,0,15,0.93,0.0,0,0,6,128,59352,0,368,True,0,4.8,0.66,0,105.4,334,6.7,,129,390,3.6,125,0,2,1.0,319,7823
220,Dominic Calvert-Lewin,55,FWD,Everton,1,0,22,,160,123,416.0,-5,8.2,0,5987,0.34,18,False,28,,0.38,4.85,964014,21,a,4.32,45,100.0,65.0,7,Calvert-Lewin,100.0,12,124,14,0.93,0,16.82,217,0.04,241.0,,0.53,3,1.5,2.0,2024-09-18T19:30:06.748871Z,1158,1.09,1.6,32,0,19,1.31,0.0,0,1,2,11,909980,2,20,True,0,2.5,0.54,2,146.6,80,89.0,1.0,25,196,3.0,117,0,5,0.5,107,2238
221,Séamus Coleman,43,DEF,Everton,0,0,145,,551,491,21.0,-2,0.2,0,124,0.62,137,False,194,,0.63,0.63,5946,197,a,0.62,1,100.0,3.9,0,Coleman,100.0,3,394,1,3.0,0,2.22,406,0.01,104.0,,0.01,0,-1.0,-0.5,2024-11-07T23:00:07.780654Z,90,1.0,0.0,117,0,138,2.22,0.0,0,0,0,93,3439,0,296,True,0,0.0,0.0,0,16.6,404,1.1,,152,423,1.0,-1,0,2,0.0,537,134
222,Idrissa Gueye,49,MID,Everton,2,0,84,,512,121,64.0,-1,5.9,0,210,0.07,103,False,198,,0.13,1.53,10225,60,a,0.82,29,100.0,36.1,5,Gana,100.0,18,236,12,1.52,0,15.91,210,0.06,189.0,,0.71,0,1.5,2.0,2024-09-19T14:30:05.586621Z,1069,1.01,0.1,153,0,106,1.34,0.0,0,0,3,121,7209,0,213,True,0,2.5,0.42,0,150.8,198,147.0,,93,131,2.1,151,0,1,0.5,237,93
223,James Garner,49,MID,Everton,1,0,159,2.0,624,644,5.0,-1,1.4,0,26,0.02,179,False,271,,0.04,0.10,2831,283,i,0.05,7,0.0,7.9,1,Garner,0.0,4,277,2,1.43,0,4.49,338,0.02,241.0,Back injury - Unknown return date,0.05,0,0.0,0.0,2024-10-17T14:00:07.870350Z,251,0.72,0.0,174,0,127,1.61,0.0,0,0,0,202,1134,0,376,True,0,0.0,0.36,0,54.0,362,20.9,,185,331,1.8,36,0,1,0.0,267,11
224,Jack Harrison,52,MID,Everton,0,0,141,,436,250,112.0,-3,5.2,0,256,0.19,114,False,158,,0.3,2.42,23563,129,a,1.57,27,100.0,31.1,3,Harrison,100.0,12,268,8,1.49,0,13.43,304,0.11,241.0,,0.85,0,0.2,0.7,2024-09-19T14:30:05.601507Z,727,0.99,0.1,99,0,122,1.66,0.0,0,0,3,92,14097,0,140,True,0,1.2,0.37,1,75.8,225,130.3,,106,152,1.9,81,0,3,0.2,166,85
225,Mason Holgate,40,DEF,Everton,0,0,174,,371,422,0.0,0,0.2,0,287,0.0,174,False,132,,0.0,0.00,47354,148,u,0.00,1,0.0,0.0,0,Holgate,0.0,1,383,0,18.0,0,0.07,497,0.0,,Loaned to West Bromwich Albion,0.00,0,0.0,0.0,2024-08-31T08:24:25.909228Z,5,0.0,0.2,167,0,128,1.26,0.0,0,0,0,154,11786,0,436,False,0,0.0,0.0,0,0.0,499,0.0,,170,475,1.0,-1,0,0,0.0,611,0
226,Tim Iroegbunam,44,MID,Everton,2,0,164,,282,522,29.0,-1,1.8,0,1613,0.05,173,False,89,,0.07,0.29,181622,193,i,0.21,8,0.0,10.4,0,Iroegbunam,0.0,13,349,4,3.07,0,8.36,348,0.02,241.0,Foot injury - Unknown return date,0.08,0,0.0,0.0,2024-10-17T14:00:07.887629Z,381,0.94,0.4,304,0,166,1.97,0.0,0,0,0,153,189388,0,278,True,0,0.0,0.0,0,47.0,346,27.1,,180,312,1.3,29,0,1,0.0,518,30
227,João Neves Virgínia,39,GKP,Everton,0,0,40,,234,400,0.0,-1,0.0,0,2619,0.0,40,False,35,,0.0,0.00,43213,33,a,0.00,0,,0.0,0,J.Virginia,,0,485,0,0.0,0,0.00,480,0.0,173.0,,0.00,0,-1.0,-0.5,,0,0.0,0.7,69,0,40,0.0,0.0,0,0,0,5,47371,0,412,True,0,0.0,0.0,0,0.0,482,0.0,,15,455,0.0,0,0,1,0.0,688,6536
228,Michael Keane,41,DEF,Everton,4,0,57,,64,482,84.0,1,7.8,0,29276,0.05,65,False,23,,0.05,0.45,927367,192,a,0.43,32,100.0,33.0,2,Keane,100.0,16,73,9,1.78,0,14.16,141,0.0,241.0,,0.02,3,-1.0,-0.5,2024-12-06T10:30:07.770742Z,810,1.0,6.3,153,0,14,1.57,0.0,0,1,0,39,1341707,2,179,True,0,0.0,0.22,0,221.6,215,22.9,,106,327,3.6,89,0,-1,0.0,588,6604
229,Neal Maupay,49,FWD,Everton,0,0,63,,320,635,0.0,-1,0.0,0,361,0.0,63,False,52,,0.0,0.00,160337,60,u,0.00,0,0.0,0.0,0,Maupay,0.0,0,667,0,0.0,0,0.00,665,0.0,,Transferred to Marseille,0.00,0,0.0,0.0,2024-08-31T06:13:30.372925Z,0,0.0,0.3,53,0,64,0.0,0.0,0,0,0,63,20402,0,653,False,0,0.0,0.0,0,0.0,665,0.0,,63,660,0.0,0,0,1,0.0,244,0
230,Dwight McNeil,54,MID,Everton,1,0,26,,97,78,169.0,-1,12.0,0,59083,0.07,16,False,29,1.0,0.38,4.82,1469065,38,d,0.87,65,75.0,100.5,4,McNeil,100.0,21,19,13,1.66,0,17.67,79,0.31,241.0,Knee injury - 75% chance of playing,3.96,6,2.5,2.2,2024-12-14T22:30:07.956313Z,1140,1.03,3.5,80,0,9,1.4,0.0,0,2,0,59,1709040,3,94,True,0,3.5,0.32,5,287.4,21,547.4,,4,4,5.0,299,0,1,0.6,135,1229
231,Vitalii Mykolenko,43,DEF,Everton,1,0,75,,81,17,46.0,-2,10.5,0,7347,0.02,62,False,30,,0.06,0.71,837871,3,a,0.28,45,100.0,33.8,5,Mykolenko,100.0,17,77,13,1.38,0,15.31,197,0.04,225.0,,0.43,4,4.8,5.3,2024-10-07T00:30:07.641913Z,1105,1.06,4.5,129,0,16,1.25,0.0,0,0,7,74,433383,0,247,True,0,5.8,0.41,1,161.6,209,128.9,,34,156,3.5,156,0,2,1.3,555,40389
232,Iliman Ndiaye,54,FWD,Everton,1,0,15,,244,174,212.0,-1,7.6,0,3661,0.08,19,False,40,,0.13,1.79,180692,25,a,1.08,41,100.0,62.9,8,Ndiaye,100.0,13,160,13,1.01,0,14.53,111,0.05,189.0,,0.71,6,1.0,1.5,2024-11-07T23:00:07.842947Z,1163,1.01,0.6,41,0,23,1.12,0.0,0,0,2,22,217448,2,64,True,0,2.0,0.62,0,246.4,89,168.0,,11,114,2.7,210,0,1,0.4,138,2884
234,Nathan Patterson,44,DEF,Everton,0,0,153,,608,375,2.0,-1,0.2,0,76,0.0,146,False,207,,0.58,0.11,2448,132,a,0.00,1,100.0,2.3,0,Patterson,100.0,0,403,0,0.0,0,0.16,438,0.58,243.0,,0.11,0,-0.8,-0.3,2024-08-12T14:30:04.567805Z,17,0.0,0.0,109,0,144,0.85,0.0,0,0,0,139,1168,0,391,True,0,0.2,0.0,0,6.4,430,14.7,,113,349,1.0,8,0,1,0.0,510,32
235,Jordan Pickford,49,GKP,Everton,2,0,9,,41,26,0.0,-1,13.5,41,12040,0.0,9,False,9,,0.01,0.09,1186816,1,a,0.00,66,,38.6,6,Pickford,,21,33,15,1.4,1,19.77,30,0.01,241.0,,0.09,8,4.0,4.5,,1350,1.0,9.8,9,0,5,1.32,2.73,0,3,8,63,610570,0,652,True,0,5.0,0.4,0,377.2,190,10.3,,2,368,4.4,219,0,1,1.0,241,43838
236,James Tarkowski,48,DEF,Everton,3,0,10,,161,29,124.0,-2,10.2,0,3941,0.05,19,False,67,,0.13,1.86,222682,8,a,0.74,49,100.0,59.6,6,Tarkowski,100.0,21,86,15,1.41,0,19.77,33,0.08,241.0,,1.12,5,3.8,4.3,2024-09-18T22:30:07.010253Z,1341,1.01,1.6,31,0,20,1.33,0.0,0,1,6,15,160569,0,130,True,0,4.8,0.4,0,367.6,99,101.6,,41,178,3.3,193,0,2,1.0,286,5954
237,Youssef Ramalho Chermiti,49,FWD,Everton,0,0,65,,632,649,0.0,-1,0.0,0,92,0.0,65,False,74,,0.0,0.00,2743,62,d,0.00,0,25.0,0.0,0,Y. Chermiti,25.0,0,672,0,0.0,0,0.00,671,0.0,173.0,Lack of match fitness - 25% chance of playing,0.00,0,-0.2,-0.1,2024-08-05T15:00:04.380259Z,0,0.0,0.0,56,0,66,0.0,0.0,0,0,0,65,2233,0,661,True,0,0.0,0.0,0,0.0,671,0.0,,65,666,0.0,0,0,1,0.0,279,34
